0.23077,0.58333,0.59406,0.907,2.418
0.19231,0.60417,0.60714,0.979,2.427
0.19231,0.57639,0.59356,1.049,2.426
0.19231,0.59722,0.57998,1.117,2.435
0.30769,0.61805,0.62223,1.176,2.444
0.23077,0.61805,0.62123,1.227,2.427
0.26923,0.60417,0.60815,1.292,2.437
0.19231,0.63195,0.62072,1.292,2.437
0.34615,0.66667,0.66348,2.128,2.437
0.26923,0.63889,0.63531,2.128,2.437
0.26923,0.75695,0.74396,2.2465,2.437
0.30769,0.65278,0.6494,2.408,2.437
0.26923,0.65278,0.64889,2.482,2.431
0.30769,0.69445,0.69014,2.545,2.427
0.30769,0.72222,0.73089,2.5785,2.427
0.42308,0.70833,0.70523,2.6135,2.427
0.42308,0.72222,0.73239,2.66,2.445
0.42308,0.75,0.74598,2.6795,2.443
0.42308,0.75695,0.75956,2.688,2.439
0.42308,0.75695,0.75956,2.6975,2.439
0.42308,0.77083,0.77314,2.713,2.422
0.5,0.79861,0.78773,2.722,2.403
0.5,0.78472,0.78773,2.722,2.345
0.5,0.81945,0.82847,2.722,2.296
0.5,0.85416,0.85563,2.722,2.272
0.5,0.84028,0.81489,2.647,2.159
0.5,0.82639,0.82847,2.673,2.081
0.53846,0.8125,0.82897,2.686,2.018
0.53846,0.8125,0.81539,2.69,1.949
0.53846,0.81945,0.81539,2.688,1.871
0.65385,0.81945,0.8169,2.705,1.822
0.57692,0.77778,0.78873,2.686,1.762
0.65385,0.875,0.87123,2.686,1.715
0.61538,0.77083,0.77565,2.6835,1.656
0.61538,0.79167,0.78924,2.6785,1.58
0.65385,0.78472,0.78974,2.676,1.481
0.61538,0.77778,0.76207,2.686,1.386
0.73077,0.75,0.75,2.676,1.332
0.73077,0.74305,0.73642,2.674,1.27
0.73077,0.72917,0.75,2.668,1.195
0.73077,0.75,0.76358,2.676,1.114
0.73077,0.71528,0.72284,2.686,1.045
0.76923,0.70139,0.70976,2.69,0.988
0.76923,0.70833,0.72334,2.681,0.924
0.76923,0.69445,0.70976,2.695,0.875
0.80769,0.69445,0.69668,2.636,0.885
0.80769,0.68055,0.6831,2.622,0.822
0.80769,0.69445,0.69668,2.6,0.787
0.80769,0.6875,0.69668,2.587,0.695
0.80769,0.69445,0.69668,2.597,0.581
0.80769,0.67361,0.6831,2.455,0.624
0.88462,0.67361,0.6841,2.404,0.611
0.88462,0.65972,0.65694,2.33,0.619
0.84615,0.625,0.64286,2.253,0.618
0.92308,0.63889,0.64386,2.185,0.61
0.76923,0.60417,0.62827,2.133,0.598
0.88462,0.59722,0.6162,2.083,0.591
0.84615,0.59028,0.58853,2.044,0.635
0.80769,0.57639,0.57445,2.014,0.635
0.84615,0.54167,0.56137,1.963,0.635
0.76923,0.52083,0.54678,1.923,0.635
0.88462,0.51389,0.49396,1.861,0.635
0.88462,0.46528,0.48038,1.825,0.635
0.88462,0.42361,0.43964,1.806,0.586
0.88462,0.4375,0.45322,1.792,0.646
0.84615,0.38889,0.41197,1.789,0.709
0.84615,0.38889,0.41197,1.776,0.78
0.76923,0.40278,0.42455,1.775,0.836
0.80769,0.38889,0.41147,1.787,0.893
0.61538,0.38195,0.55835,1.728,1.023
0.80769,0.38195,0.41147,1.7345,1.118
0.73077,0.43055,0.45121,1.732,1.203
0.69231,0.41667,0.42354,1.732,1.244
0.65385,0.44445,0.4502,1.719,1.315
0.57692,0.45833,0.46278,1.729,1.396
0.57692,0.46528,0.47636,1.713,1.455
0.53846,0.47917,0.48944,1.709,1.525
0.53846,0.48611,0.50302,1.706,1.607
0.53846,0.49305,0.5166,1.698,1.705
0.5,0.52083,0.54326,1.693,1.794
0.38462,0.54861,0.55533,1.695,1.866
0.42308,0.54861,0.55584,1.697,1.931
0.53846,0.58333,0.59809,1.686,2.066
0.38462,0.58333,0.58249,1.6975,2.094
0.15385,0.59028,0.60664,1.6965,2.157
0.5,0.61805,0.62475,1.6955,2.194
0.46154,0.65972,0.66499,1.6955,2.265
0.38462,0.63195,0.6504,1.6955,2.342
0.34615,0.65972,0.66348,1.699,2.393
0.26923,0.70139,0.70322,1.696,2.468
0.34615,0.67361,0.67706,1.65,2.499
0.34615,0.6875,0.69064,1.626,2.532
0.34615,0.71528,0.70423,1.564,2.551
0.34615,0.70833,0.71781,1.495,2.584
0.26923,0.73611,0.7168,1.435,2.564
0.30769,0.6875,0.70372,1.38,2.588
0.26923,0.6875,0.68964,1.33,2.5575
0.26923,0.71528,0.7168,1.265,2.5575
0.23077,0.67361,0.67555,1.166,2.5575
0.26923,0.66667,0.67606,1.105,2.5575
0.23077,0.67361,0.67555,1.046,2.5575
0.26923,0.65972,0.66247,0.983,2.5575
0.26923,0.66667,0.66247,0.912,2.5575
0.23077,0.64583,0.66197,0.838,2.5575
0.26923,0.625,0.63531,0.776,2.5575
0.30769,0.75695,0.75805,0.785,2.565
0.19231,0.63889,0.62072,0.598,2.5575
0.076923,0.60417,0.60563,0.528,2.568
0.11538,0.625,0.61972,0.489,2.522
